feature,importance
therm_ChrFundament,-0.11282694011072894
therm_hispanics,0.027938014660792272
therm_RepParty,0.01371273674662799
therm_DemParty,-0.02348045246132635
therm_Whites,0.0037747183737580716
therm_liberals,-0.036204410633936965
therm_conservatives,0.018277291201886592
therm_Blacks,0.06189467858021673
Age,0.3550205614813092
meetingCommuntySchool_Missing,0.6860822889758109
meetingCommuntySchool_1. Yes,0.0
meetingCommuntySchool_2. No,-0.15111292304696855
workedWithcommunity_Missing,-0.37644455382949543
workedWithcommunity_1. Yes,0.0544966068192951
workedWithcommunity_2. No,0.0
authoritarian2_Missing,0.014044164793758977
authoritarian2_1. Obedience,-0.06085442403038901
authoritarian2_2. Both (VOL),-0.003268391055491358
authoritarian2_3. Self-reliance,0.01662938901118935
authoritarian4_Missing,-0.02549298424243098
authoritarian4_1. Independence,0.11687204724564397
authoritarian4_2. Both (VOL),-0.1254997694775345
authoritarian4_3. Respect for elders,0.04203732207602624
authoritarian1_Missing,0.17949188378165598
authoritarian1_1. Curiosity,0.08410032797824442
authoritarian1_2. Both (VOL),-0.023975207789164288
authoritarian1_3. Good manners,-0.15354158110163957
authoritarian3_Missing,-0.23387121172828657
authoritarian3_1. Being considerate,0.21934234381870862
authoritarian3_2. Both (VOL),0.16821206132922537
authoritarian3_3. Well behaved,-0.03545851585845457
have_healthInsurance_Missing,-0.08110398456517784
have_healthInsurance_1. Yes,0.24245797686266918
have_healthInsurance_2. No,0.0
volunteer_Missing,0.25272267701940077
volunteer_1. Yes,-0.015585000338397867
volunteer_2. No,-0.03407469376636147
VCF0886_Missing,-0.1989015776399568
VCF0886_1.   Increased,0.008078196309455573
VCF0886_2.   Same,0.12670789543851
VCF0886_3.   Decreased (before 2012: or cut out entirely),0.020370769731014753
VCF0886_8.   DK,-0.25452200029673555
VCF9029_Missing,0.2539930350841141
VCF9029_1. Close race,-0.007108733064494091
VCF9029_3. Win by quite a bit,0.049306646348202324
VCF9029_8. DK; depends,-0.3748793561934286
VCF0890_Missing,-0.02910163097238571
VCF0890_1.   Increased,-0.003968891920727151
VCF0890_2.   Same,0.08934244501194552
VCF0890_3.   Decreased (before 2012: or cut out entirely),-0.05908906121629316
VCF0890_8.   DK,0.17717830727900083
VCF9031_Missing,0.09784575346314525
VCF9031_1. Yes,0.056944189647456046
VCF9031_5. No,-0.17532453009411836
VCF9028_Missing,0.06570637037726006
VCF9028_1. Democratic Pres. candidate,-0.17422577779760456
VCF9028_2. Republican Pres. candidate,-0.16178047561129896
VCF9028_3. Other Pres. candidate,0.20437476644185906
VCF9028_8. DK,0.1078216172317444
approve_president_economy_Missing,-0.06367488720208392
approve_president_economy_1. Approve strongly,0.18656788582025094
approve_president_economy_2. Approve not strongly,0.07831153802663696
approve_president_economy_4. Disapprove not strongly,-0.009844301393833162
approve_president_economy_5. Disapprove strongly,-0.03511397840020788
approve_president_economy_8. DK if approve/disapprove strongly or not strongly;,-0.04002267235357658
approve_pres_strength_Missing,-0.3201713156187576
"approve_pres_strength_1. Approve, strongly",-0.1357711041509794
"approve_pres_strength_2. Approve, not strongly",0.050825700199158275
"approve_pres_strength_3. Disapprove, not strongly",-0.07803890693794775
"approve_pres_strength_4. Disapprove, strongly",0.15977023856224165
approve_pres_strength_8. DK,0.44267667410923117
Pre_election_inten_vote_Missing,-0.894459610140838
"Pre_election_inten_vote_1. Democratic candidate (with or without qualifications,",0.5117422973742917
"Pre_election_inten_vote_2. Republican candidate (with or without qualifications,",0.3216134565005773
Pre_election_inten_vote_3. Undecided; DK (except 1964),0.7124663677294463
"Pre_election_inten_vote_4. R does not intend to vote (incl. 'no, qualified' if",-2.2727689268552047
Pre_election_inten_vote_9. Other candidate,0.04576406772632162
Will_PresElectionClose_Missing,-0.8160053580551597
Will_PresElectionClose_1. Will win by quite a bit,0.018784785477405867
Will_PresElectionClose_2. Close race,0.05283376549518466
Will_PresElectionClose_9. DK; pro-con; depends; etc.,0.20648628903343447
ideology7_Missing,-0.5869837855548251
ideology7_1. Extremely liberal,0.25246250594936637
ideology7_2. Liberal,0.05211037855262659
ideology7_3. Slightly liberal,0.0036132285994498374
"ideology7_4. Moderate, middle of the road",-0.03314900231221492
ideology7_5. Slightly conservative,0.04644337574502648
ideology7_6. Conservative,0.2731463938982931
ideology7_7. Extremely conservative,-0.006761631616502855
ideology7_9. DK; haven't thought much about it,-0.1614893863700912
approve_pres_Missing,0.24080310265380872
approve_pres_1. Approve,-0.06922649289647909
approve_pres_2. Disapprove,0.030433963691130085
approve_pres_8. DK,-0.01132636558382107
VCF9030b_Missing,0.055074533200506814
"VCF9030b_1. Yes, contact by Democratic party",-0.010396720751132476
